cui	disease_name
C2675473	Mental Retardation, Autosomal Dominant 5
C2675481	COLORECTAL CANCER, SUSCEPTIBILITY TO, 10
C2675496	Retinitis Pigmentosa 46
C2675511	Diamond-Blackfan Anemia 8
C2675512	Diamond-Blackfan Anemia 7
C2675520	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2
C2675526	Neutropenia, Severe Congenital, Autosomal Recessive 4
C2675527	Myopathy, Congenital, Compton-North
C2675556	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3
C2675730	Deafness, Congenital, and Onychodystrophy, Autosomal Dominant
C2675859	Diamond-Blackfan Anemia 5
C2675860	Diamond-Blackfan Anemia 4
C2675861	Lipodystrophy, Congenital Generalized, Type 3
C2676137	Diamond-Blackfan Anemia 1
C2676191	PITUITARY ADENOMA, FAMILIAL ISOLATED (disorder)
C2676227	SUBLINGUAL NITROGLYCERIN, SUSCEPTIBILITY TO POOR RESPONSE TO
C2676231	Skeletal Defects, Genital Hypoplasia, And Mental Retardation
C2676243	Leukodystrophy, Hypomyelinating, with Hypodontia and Hypogonadotropic Hypogonadism
C2676244	Leukodystrophy, Hypomyelinating, 6
C2676254	Prickle1-Related Progressive Myoclonus Epilepsy with Ataxia
C2676271	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3 (disorder)
C2676676	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1
C2676788	JOUBERT SYNDROME 9 (disorder)
C2676790	MECKEL SYNDROME, TYPE 6 (disorder)
C2677088	Skin-Hair-Eye Pigmentation, Variation In, 10
C2677092	MYD88 Deficiency
C2677099	CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS (disorder)
C2677109	Leukodystrophy, Hypomyelinating, 4
C2677180	Congenital microcephaly
C2677326	Epileptic Encephalopathy, Early Infantile, 4
C2677338	Cardiomyopathy, Dilated, 1AA
C2677504	AUTISM, SUSCEPTIBILITY TO, 15
C2677505	Trichoepithelioma, Multiple Familial, 2
C2677506	Cardiomyopathy, Familial Hypertrophic, 11
C2677535	Alopecia, Neurologic Defects, and Endocrinopathy Syndrome
C2677565	AMYOTROPHIC LATERAL SCLEROSIS 10 (disorder)
C2677567	DYSTONIA 16 (disorder)
C2677608	Thrombocytopenia 4
C2677792	Riddle Syndrome
C2677794	Stress-induced polymorphic ventricular tachycardia
C2678046	Mental Retardation, X-Linked, Syndromic, Turner Type
C2678065	Myofibrillar Myopathy
C2678104	Periventricular Laminar Heterotopia
C2678223	Mental Retardation, X-Linked, With Panhypopituitarism
C2678468	Amyotrophic Lateral Sclerosis 9
C2678476	Cardiomyopathy, Dilated, 1y
C2678483	Long Qt Syndrome 11
C2697932	Loeys-Dietz Syndrome
C2698259	Monoclonal B-Cell Lymphocytosis
C2698294	High Grade B-Cell Lymphoma, Not Otherwise Specified
C2698309	B lymphoblastic leukemia lymphoma with t(v;11q23); MLL rearranged
C2698310	B Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified
C2698311	B lymphoblastic leukemia lymphoma with hyperdiploidy
C2698312	B lymphoblastic leukemia lymphoma with hypodiploidy
C2698314	B lymphoblastic leukemia lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)
C2698317	B lymphoblastic leukemia lymphoma with t(9;22)(q34;q11.2); BCR-ABL1
C2699572	Dedifferentiated Solitary Fibrous Tumor
C2699746	Syndactyly, type 2
C2711754	History of neurodevelopmental disorder
C2713442	Polyposis, Adenomatous Intestinal
C2739810	Lentigo maligna melanoma
C2745945	Juvenile-Onset Vitelliform Macular Dystrophy
C2745953	Spondylometaphyseal dysplasia with dentinogenesis imperfecta
C2746066	Combined D-2- and L-2-hydroxyglutaric aciduria
C2746068	Congenital idiopathic intestinal pseudoobstruction
C2748542	CARDIAC CONDUCTION DEFECT, NONSPECIFIC (disorder)
C2748545	QUESTION MARK EARS, ISOLATED
C2748552	Atrial Septal Defect 5
C2748801	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3A, WITH OR WITHOUT EXTRAOCULAR INVOLVEMENT
C2748896	46,Xy Gonadal Dysgenesis, Complete, Sry-Related
C2748897	46,Xy True Hermaphroditism, Sry-Related
C2748910	Rett Syndrome, Atypical
C2748918	Otopalatodigital Spectrum Disorder
C2749019	JOUBERT SYNDROME 10 (disorder)
C2749345	Refsum Disease, Adult, 1
C2749559	Methemoglobinemia, Type I
C2749560	Methemoglobinemia, Type Ii
C2749625	Motor axonal neuropathy
C2749659	AICARDI-GOUTIERES SYNDROME 5 (disorder)
C2749675	Simplified gyral pattern
C2749757	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1
C2749864	MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA)
C2749936	SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE (disorder)
C2750035	Emery-Dreifuss Muscular Dystrophy 3
C2750069	Lipodystrophy, Congenital Generalized, Type 4
C2750074	Rhabdoid Tumor Predisposition Syndrome 2
C2750075	Chondrodysplasia, Megarbane-Dagher-Melki Type
C2750078	Hypophosphatemic Rickets, Autosomal Recessive, 2
C2750080	Diamond-Blackfan Anemia 10
C2750081	Diamond-Blackfan Anemia 9
C2750090	Charcot-Marie-Tooth Disease, Axonal, Type 2n
C2750246	Pitt-Hopkins-Like Syndrome 1
C2750285	Progeria Syndrome, Childhood-Onset
C2750355	Omodysplasia 2
C2750405	Malignant Rhabdoid Tumor, Somatic
C2750440	FATTY LIVER DISEASE, NONALCOHOLIC, SUSCEPTIBILITY TO, 1
C2750459	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 15
C2750475	Focal Segmental Glomerulosclerosis 5
C2750604	Median cleft lip and palate
C2750720	Cone-Rod Dystrophy 13
C2750729	Amyotrophic Lateral Sclerosis 6, Autosomal Recessive
C2750732	Noonan Syndrome 6
C2750785	MUSCULAR DYSTROPHY, CONGENITAL, LMNA-RELATED (disorder)
C2750786	Muscular Dystrophy, Congenital, Due To Integrin Alpha-7 Deficiency
C2750791	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 13
C2750798	Polymicrogyria With Optic Nerve Hypoplasia
C2750844	THECOMA, SOMATIC
C2750850	GLIOMA SUSCEPTIBILITY 1
C2750887	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9
C2750888	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 6
C2750892	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1
C2750995	Cardiomyopathy, Dilated, 1DD
C2751084	Cardiomyopathy, Dilated, 1CC
C2751105	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3B (disorder)
C2751260	Macrothrombocytopenia
C2751293	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 5
C2751313	CLAPO Syndrome
C2751317	46, XY Sex Reversal 5
C2751318	Nijmegen Breakage Syndrome-Like Disorder
C2751321	Macrocephaly, Alopecia, Cutis Laxa, and Scoliosis
C2751492	AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED
C2751494	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ARCTIC VARIANT
C2751506	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 1, ATYPICAL
C2751536	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED
C2751630	Dursun Syndrome
C2751641	GLIOMA SUSCEPTIBILITY 3
C2751642	GLIOMA SUSCEPTIBILITY 2
C2751681	NEUROBLASTOMA, SUSCEPTIBILITY TO, 3
C2751807	Emery-Dreifuss Muscular Dystrophy 4
C2751812	OPTIC ATROPHY 7 (disorder)
C2751830	Long Qt Syndrome 12
C2751831	Myopathy, Myofibrillar, Bag3-Related
C2751843	Leukoencephalopathy, Cystic, Without Megalencephaly
C2751855	Hypomyelination, Global Cerebral
C2751898	Ventricular Fibrillation, Paroxysmal Familial, 1
C2751987	Cutis Laxa, Autosomal Recessive, Type IIB
C2752001	Growth Retardation, Developmental Delay, Coarse Facies, And Early Death
C2752027	Glycogen Storage Disease XIII
C2752037	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5
C2752042	Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi
C2752074	ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY
C2752089	Neuropathy, Hereditary Sensory And Autonomic, Type IIA
C2752147	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C
C2825139	Acute Myeloid Leukemia with Myelodysplasia-Related Changes
C2825149	Myeloid leukemia associated with Down Syndrome
C2826048	Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged
C2826055	Mixed phenotype acute leukemia T/myeloid
C2826104	Myeloid Proliferations Associated with Down Syndrome
C2826177	Acute myeloid leukemia with mutated NPM1
C2826318	Refractory cytopenia with unilineage dysplasia
C2826783	Colorectal Serrated Lesions and Polyps
C2827403	Anaplastic Astroblastoma
C2829265	DEAFNESS, AUTOSOMAL RECESSIVE 86
C2911643	Encounter due to family history of osteoporosis
C2919945	Cavernous Hemangioma of Brain
C2930990	Maple syrup urine disease, type 1B
C2931005	Congenital disorder of glycosylation type 1K
C2931007	Congenital disorder of glycosylation type 1X
C2931019	Split hand foot deformity 1
C2931048	HEM dysplasia
C2931052	Rubinstein Taybi like syndrome
C2931067	Cholestasis, progressive familial intrahepatic 4
C2931122	Keratosis palmoplantaris striata 1
C2931134	Cutis laxa, recessive
C2931196	Craniofacial dysostosis type 1
C2931213	Usher syndrome, type 2C
C2931257	Alzheimer disease type 1
C2931258	Amaurosis congenita of Leber, type 1
C2931268	Scapuloperoneal myopathy
C2931299	ZAP70 deficiency
C2931355	Spastic paraplegia 3, autosomal dominant
C2931441	Hereditary spastic paralysis, infantile onset ascending
C2931461	Forney Robinson Pascoe syndrome
C2931482	Neurofibromatosis-Noonan syndrome
C2931498	Mental Retardation, X-Linked 1
C2931672	Cerebral hemorrhage with amyloidosis, hereditary, Dutch type
C2931743	Lactate dehydrogenase deficiency type A
C2931787	Intracardiac myxoma
C2931788	Atypical Hemolytic Uremic Syndrome
C2931822	Nasopharyngeal carcinoma
C2931832	Hyperinsulinemic hypoglycemia, familial, 1
C2931835	Hyperprolinemia type 2
C2931850	Aase Smith syndrome 2
C2931875	Albinism with hemorrhagic diathesis and pigmented reticuloendothelial cells
C2936332	Alpha-Sarcoglycanopathies
C2936423	Echogenic Bowel
C2936783	Colorectal cancer, hereditary nonpolyposis, type 1
C2936786	Aqueductal Stenosis
C2936791	Antley-Bixler Syndrome, Autosomal Dominant
C2936862	Bardet-Biedl syndrome 1 (disorder)
C2936864	Bardet-Biedl syndrome 4 (disorder)
C2937358	Cerebral Hemorrhage
C2981150	Uranostaphyloschisis
C2985174	Papillary glioneuronal tumor
C2985219	Papillary tumor of the pineal region
C2985234	Meningeal Solitary Fibrous Tumor/Hemangiopericytoma, Grade 3
C2986382	VARIANT OF UNKNOWN SIGNIFICANCE
C2986658	Diffuse Intrinsic Pontine Glioma
C2986662	Multifocal breast carcinoma
C2986691	Congenital Bone Marrow Failure Syndromes
C2986703	Overgrowth Syndrome
C2987162	Pancreatic Mixed Acinar-Ductal Neuroendocrine Carcinoma
C2987166	Pancreatic Medullary Carcinoma
C2987239	Pancreatic Large Cell Neuroendocrine Carcinoma
C2987240	Pancreatic Small Cell Carcinoma
C2987252	Esophageal Spindle Cell Carcinoma
C3148872	FRONTOTEMPORAL DEMENTIA WITH TDP43 INCLUSIONS, TARDBP-RELATED
C3149074	SEIZURES, BENIGN FAMILIAL NEONATAL, 1
C3149075	SEIZURES, BENIGN FAMILIAL NEONATAL, 1, AND/OR MYOKYMIA
C3149083	Decreased activity of mitochondrial complex III
C3149111	COLORECTAL CANCER, PROTECTION AGAINST
C3149117	GLUT1 DEFICIENCY SYNDROME 1, AUTOSOMAL RECESSIVE
C3149226	ESOPHAGEAL CANCER, ALCOHOL-RELATED, SUSCEPTIBILITY TO
C3149399	DERMATOFIBROSIS LENTICULARIS DISSEMINATA, ISOLATED
C3149494	KELOID FORMATION
C3149695	Melorheostosis with Osteopoikilosis
C3149706	CORONARY ARTERY SPASM 2, SUSCEPTIBILITY TO
C3149841	POLYCYSTIC KIDNEY DISEASE 1
C3150315	AICARDI-GOUTIERES SYNDROME 1, AUTOSOMAL DOMINANT
C3150343	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY
C3150546	PANCREATIC CANCER, SUSCEPTIBILITY TO, 2
C3150619	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIC
C3150667	MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY
C3150681	CARDIOMYOPATHY, DILATED, 1R
C3150682	LEFT VENTRICULAR NONCOMPACTION 4
C3150690	LEFT VENTRICULAR NONCOMPACTION 5
C3150704	DEAFNESS, AUTOSOMAL RECESSIVE 91
C3150730	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY
C3150741	IMMUNODEFICIENCY, COMMON VARIABLE, 6
C3150752	AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIVE
C3150753	AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT
C3150803	NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA
C3150875	CHOANAL ATRESIA AND LYMPHEDEMA
C3150877	SENIOR-LOKEN SYNDROME 7
C3150891	FETAL ENCASEMENT SYNDROME
C3150897	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE B
C3150898	CARDIOMYOPATHY, DILATED, 1GG
C3150899	PARKINSON DISEASE 5, AUTOSOMAL DOMINANT
C3150902	C1q DEFICIENCY
C3150909	D-2-HYDROXYGLUTARIC ACIDURIA 2
C3150910	Brain calcification Rajab type
C3150913	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ip
C3150925	SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE
C3150941	RUBINSTEIN-TAYBI SYNDROME 2
C3150943	Long Qt Syndrome 2
C3150958	Cardiomyopathy, Dilated, 1V
C3150970	NOONAN SYNDROME 7
C3150971	LEOPARD SYNDROME 3
C3150972	NEUROPATHY, HEREDITARY SENSORY, TYPE ID
C3150983	TREACHER COLLINS SYNDROME 2
C3150986	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 7
C3150988	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 12
C3150989	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Q
C3151038	ACNE INVERSA, FAMILIAL, 3
C3151039	Cardiomyopathy, Dilated, 1t
C3151057	HETEROTAXY, VISCERAL, 4, AUTOSOMAL
C3151058	S-adenosylhomocysteine hydrolase deficiency
C3151064	46,XY SEX REVERSAL 6
C3151068	RETINITIS PIGMENTOSA 44
C3151071	COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE
C3151078	Complement Component C1s Deficiency
C3151087	LOEYS-DIETZ SYNDROME 3
C3151088	IMMUNODEFICIENCY 31B
C3151097	MEIER-GORLIN SYNDROME 2
C3151113	MEIER-GORLIN SYNDROME 3
C3151120	MEIER-GORLIN SYNDROME 4
C3151139	RETINITIS PIGMENTOSA 43
C3151187	SECKEL SYNDROME 5
C3151188	NEPHRONOPHTHISIS 9
C3151201	Multisystemic smooth muscle dysfunction syndrome
C3151211	OSTEOGENESIS IMPERFECTA, TYPE X
C3151236	MYOPATHY, MYOFIBRILLAR, FATAL INFANTILE HYPERTONIC, ALPHA-B CRYSTALLIN-RELATED
C3151267	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 20
C3151293	CARDIOMYOPATHY, DILATED, 1HH
C3151304	CATARACT 36
C3151351	DEAFNESS, AUTOSOMAL RECESSIVE 89
C3151403	AMYOTROPHIC LATERAL SCLEROSIS 14 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
C3151434	RETINITIS PIGMENTOSA 60
C3151442	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 3
C3151443	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 2
C3151444	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 4
C3151446	Nestor Guillermo progeria syndrome
C3151461	LISSENCEPHALY 4
C3151462	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14
C3151464	ATRIAL FIBRILLATION, FAMILIAL, 10
C3151467	Apolipoprotein C-III Deficiency
C3151476	MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA)
C3151513	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE)
C3151520	Early severe fetal akinesia sequence
C3151609	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE, WITH APLASIA/HYPOPLASIA OF PHALANGES AND METACARPALS/METATARSALS
C3151610	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE, WITH BRACHY-SYN-POLYDACTYLY
C3151617	ANTERIOR SEGMENT DYSGENESIS 7
C3151753	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 6
C3151781	CK syndrome
C3152182	Anterior chamber anomalies
C3160718	PARKINSON DISEASE, LATE-ONSET
C3160720	Cardiomyopathy, Dilated, 1u
C3160733	THROMBOPHILIA DUE TO THROMBIN DEFECT
C3160738	FANCONI ANEMIA, COMPLEMENTATION GROUP D2
C3164445	Abnormality of aortic valve
C3165160	Ewing's sarcoma of soft tissue
C3179239	Osteopetrosis Autosomal Dominant Type 2
C3250443	MYOTONIC DYSTROPHY 1
C3266731	2-methyl-3-hydroxybutyric aciduria
C3272265	Three Vessel Coronary Disease
C3272334	Colorectal Peutz-Jeghers Polyp
C3272431	Preinvasive Neoplasm of the Ampullary Region
C3272522	Small Intestinal Diffuse Large B-Cell Lymphoma
C3272607	Colorectal Neuroendocrine Carcinoma
C3272611	Colorectal Neuroendocrine Tumor G1
C3272760	Appendix Serrated Lesions and Polyps
C3272766	High Grade Appendix Mucinous Adenocarcinoma
C3272790	Rectal Traditional Serrated Adenoma
C3272791	Colon Serrated Lesions and Polyps
C3272796	Colorectal Sporadic Serrated Polyp
C3272801	Colorectal Hamartoma
C3272802	Hamartomatous polyposis
C3272804	Rectal Tubular Adenoma
C3272809	Colorectal Serrated Adenocarcinoma
C3272827	Colorectal Diffuse Large B-Cell Lymphoma
C3272829	Colorectal Mantle Cell Lymphoma
C3272836	Colorectal Perineurioma
C3272973	Anal Hidradenoma Papilliferum
C3273119	Gallbladder Neuroendocrine Tumor G1
C3273133	Bile Duct Biliary Intraepithelial Neoplasia
C3273216	Invasive Lobular Breast Carcinoma, Pleomorphic Variant
C3273942	Gonadal Teratoma
C3275160	Non-Neoplastic Bile Duct Disorder
C3275408	MENTAL RETARDATION, X-LINKED 96
C3275443	MENTAL RETARDATION, X-LINKED 90 (disorder)
C3275447	Ogden syndrome
C3275459	AMYOTROPHIC LATERAL SCLEROSIS 15, WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
C3275487	X-linked cerebral, cerebellar, coloboma syndrome
C3275495	KABUKI SYNDROME 2
C3275508	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2
C3275898	RENAL DYSPLASIA, CYSTIC, SUSCEPTIBILITY TO
C3275959	LEUKEMIA, ACUTE MYELOID, SUSCEPTIBILITY TO
C3276228	ACRODYSOSTOSIS 1 WITH OR WITHOUT HORMONE RESISTANCE
C3276240	LONG QT SYNDROME 2/3, DIGENIC
C3276241	LONG QT SYNDROME 3/6, DIGENIC Disorder
C3276549	OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, OPHTHALMOPLEGIA, MYOPATHY, ATAXIA, AND NEUROPATHY
C3277671	THROMBOCYTHEMIA 1
C3278154	GLUTARIC ACIDEMIA IIA
C3278404	MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT CONGENITAL HEART DEFECTS
C3278481	MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 1
C3278923	Dilated ventricles (finding)
C3279191	Arterial tortuosity
C3279211	Lung disease, non-specific
C3279397	Very long chain fatty acid accumulation
C3279439	Recurrent spontaneous abortion
C3279550	Cryptozoospermia
C3279675	Perisylvian polymicrogyria
C3279690	MOYAMOYA DISEASE 5
C3279722	MYOPATHY, DISTAL, 4
C3279756	HERMANSKY-PUDLAK SYNDROME 7
C3279840	Methylmalonate Semialdehyde Dehydrogenase Deficiency
C3279841	Pyruvate Dehydrogenase E1-Beta Deficiency
C3279843	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2
C3279904	Lactate Dehydrogenase B Deficiency
C3279905	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6
C3279990	CANDIDIASIS, FAMILIAL, 7
C3279992	PARAGANGLIOMAS 5
C3280011	BRITTLE CORNEA SYNDROME 2
C3280133	PARKINSON DISEASE 17
C3280160	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4
C3280214	WARBURG MICRO SYNDROME 2
C3280220	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2O
C3280265	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18
C3280266	NARCOLEPSY 7
C3280271	PARKINSON DISEASE 18
C3280282	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL DOMINANT
C3280285	MENTAL RETARDATION, AUTOSOMAL DOMINANT 11
C3280314	Combined Malonic and Methylmalonic Aciduria
C3280342	STICKLER SYNDROME, TYPE V
C3280358	Wolfram-Like Syndrome, Autosomal Dominant
C3280402	SCLEROSTEOSIS 2
C3280442	PANCREATIC CANCER, SUSCEPTIBILITY TO, 4
C3280471	OVARIAN DYSGENESIS 3
C3280492	TUMOR PREDISPOSITION SYNDROME
C3280587	AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE
C3280660	ENCEPHALOPATHY, LETHAL, DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION
C3280670	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 1
C3280721	CHILBLAIN LUPUS 2
C3280797	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P
C3280799	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB
C3280817	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6
C3280845	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE E
C3280897	JOUBERT SYNDROME 15
C3280898	JOUBERT SYNDROME 9/15, DIGENIC
C3280899	JOUBERT SYNDROME 12/15, DIGENIC
C3280977	SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE
C3281029	RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL
C3281055	PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM
C3281089	MIRROR MOVEMENTS 2
C3281192	Infantile cerebellar and retinal degeneration
C3281201	MENTAL RETARDATION, AUTOSOMAL DOMINANT 12
C3281202	MENTAL RETARDATION, AUTOSOMAL DOMINANT 13
C3281203	CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL
C3281223	CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME
C3281234	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9
C3281235	BARAITSER-WINTER SYNDROME 2
C3281247	BENT BONE DYSPLASIA SYNDROME
C3281289	TRICHOHEPATOENTERIC SYNDROME 2
C3282904	Liver Cavernous Hemangioma
C3463824	MYELODYSPLASTIC SYNDROME
C3463992	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1
C3468114	Juvenile amyotrophic lateral sclerosis
C3469521	FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)
C3469522	BREAST CANCER, SUSCEPTIBILITY TO
C3469527	fanconi anemia complementation group g
C3469606	PSEUDOHYPOALDOSTERONISM, TYPE IIE
C3472610	Calcifying nested epithelial stromal tumor
C3489789	Cholestasis, Progressive Familial Intrahepatic, 2
C3494506	Pseudohypoparathyroidism, Type Ia
C3495426	Homocysteinemia
C3495498	Cardiomyopathy, Familial Hypertrophic, 1 (disorder)
C3495587	Night Blindness, Congenital Stationary, Type 1A
C3501848	Nephrosis, congenital
C3502110	Homocystinuria, Pyridoxine-Responsive
C3508773	Ehlers-Danlos syndrome, type VIIa
C3532429	Usual ductal hyperplasia of breast
C3538946	DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT
C3539013	AICARDI-GOUTIERES SYNDROME 6
C3539120	PROSTATE CANCER, HEREDITARY, 2
C3539195	TREMOR, HEREDITARY ESSENTIAL, 4
C3539878	Triple Negative Breast Neoplasms
C3539916	MYOCLONUS, FAMILIAL CORTICAL
C3539920	ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE
C3540450	HYPOGONADOTROPIC HYPOGONADISM 14 WITH OR WITHOUT ANOSMIA
C3540850	CATARACT 4, MULTIPLE TYPES
C3541319	SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY
C3541471	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1
C3541517	ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT
C3541853	NEPHRONOPHTHISIS 15
C3542022	SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME
C3542024	AORTIC VALVE DISEASE 2
C3542025	AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE
C3543825	CILIARY DYSKINESIA, PRIMARY, 18
C3549447	ALTERNATING HEMIPLEGIA OF CHILDHOOD 1
C3549448	ALZHEIMER DISEASE, PROTECTION AGAINST
C3549703	Retinal thinning
C3549845	CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY, 1
C3549870	MACROGLOBULINEMIA, WALDENSTROM, SOMATIC
C3549874	METAPHYSEAL DYSPLASIA WITH MAXILLARY HYPOPLASIA WITH OR WITHOUT BRACHYDACTYLY
C3550693	PEROXISOME BIOGENESIS DISORDER 3B
C3550789	THROMBOCYTOPENIA, X-LINKED, WITH OR WITHOUT DYSERYTHROPOIETIC ANEMIA
C3550856	ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES
C3550903	CORNELIA DE LANGE SYNDROME 5
C3550904	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 36
C3550913	MENTAL RETARDATION, X-LINKED, SYNDROMIC 32
C3550973	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5
C3551381	PEROXISOMAL BIOGENESIS DISORDER 3B
C3551915	MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO
C3552136	HYPOGONADOTROPHIC HYPOGONADISM 5 WITHOUT ANOSMIA
C3552236	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7
C3552335	MYASTHENIC SYNDROME, CONGENITAL, 12
