#DiseaseName	SourceName	ConceptID	SourceID	DiseaseMIM	LastModified	Category
Aberrant melanosome maturation	Human Phenotype Ontology	C1969516	HP:0007384		16 Feb 2016	Finding
ABeta amyloidosis, Arctic type	MONDO	C2751494	MONDO:0017949		26 Jul 2020	Disease
ABeta amyloidosis, Dutch type	NCBI curation	C2931672			26 Jul 2020	Disease
ABeta amyloidosis, Iowa type	MONDO	C3888309	MONDO:0017946		26 Jul 2020	Disease
ABeta amyloidosis, Iowa type	MONDO	C3888309	MONDO:0017946		26 Jul 2020	Disease
ABeta amyloidosis, Italian type	MONDO	C3888308	MONDO:0017947		26 Jul 2020	Disease
ABeta2M amyloidosis	MONDO	CN237621	MONDO:0018590		17 Apr 2020	Disease
ABetaA21G amyloidosis	MONDO	C3888307	MONDO:0017948		26 Jul 2020	Disease
ABetaL34V amyloidosis	MONDO	CN294121	MONDO:0017945		22 Jan 2021	Disease
Abetalipoproteinaemia	NCBI curation	C0000744		200100	16 Feb 2016	Disease
ABL1-Related Disorder					17 Jul 2020	Disease
Ablepharon	Human Phenotype Ontology	C0266574	HP:0011224		16 Feb 2016	Finding
Ablepharon macrostomia syndrome	MONDO	C1860224	MONDO:0008693	200110	16 Feb 2016	Disease
Abnormal activity of mitochondrial respiratory chain	Human Phenotype Ontology	C4023126	HP:0011922		16 Feb 2016	Finding
Abnormal adiponectin level	Human Phenotype Ontology	C4073126	HP:0030684		02 Apr 2017	Finding
Abnormal aggressive, impulsive or violent behavior	Human Phenotype Ontology	C4024963	HP:0006919		16 Feb 2016	Finding
Abnormal albumin level	Human Phenotype Ontology	C4023036	HP:0012116		16 Feb 2016	Finding
Abnormal aldolase level	Human Phenotype Ontology	C4022916	HP:0012400		16 Feb 2016	Finding
Abnormal alpha granule content	Human Phenotype Ontology	C4022863	HP:0012527		16 Feb 2016	Finding
Abnormal alpha granule distribution	Human Phenotype Ontology	C4022865	HP:0012525		16 Feb 2016	Finding
Abnormal alpha granules	Human Phenotype Ontology	C4022886	HP:0012483		16 Feb 2016	Finding
Abnormal alpha-beta T cell morphology	Human Phenotype Ontology	C4022503	HP:0030333		16 Feb 2016	Finding
Abnormal amplitude of dark-adapted bright flash electroretinogram	Human Phenotype Ontology	C4072968	HP:0030478		16 Feb 2016	Finding
Abnormal amplitude of dark-adapted dim flash electroretinogram	Human Phenotype Ontology	C4072966	HP:0030476		16 Feb 2016	Finding
Abnormal amplitude of flash visual evoked potentials	Human Phenotype Ontology	C4072952	HP:0030462		16 Feb 2016	Finding
Abnormal amplitude of light-adapted flicker electroretinogram	Human Phenotype Ontology	C4072969	HP:0030479		16 Feb 2016	Finding
Abnormal amplitude of light-adapted single flash electroretinogram	Human Phenotype Ontology	C4072971	HP:0030481		16 Feb 2016	Finding
Abnormal amplitude of pattern electroretinogram	Human Phenotype Ontology	C4072975	HP:0030485		16 Feb 2016	Finding
Abnormal amplitude of pattern onset/offset visual evoked potentials	Human Phenotype Ontology	C4072948	HP:0030457		16 Feb 2016	Finding
Abnormal amplitude of pattern reversal visual evoked potentials	Human Phenotype Ontology	C4025834	HP:0000650		16 Feb 2016	Finding
Abnormal Amsler grid test	Human Phenotype Ontology	C4073062	HP:0030590		16 Feb 2016	Finding
Abnormal anatomic location of the heart	Human Phenotype Ontology	C4025359	HP:0004307		16 Feb 2016	Finding
Abnormal angiostatin level	Human Phenotype Ontology	C4531119	HP:0031439		04 Apr 2018	Finding
Abnormal anterior horn cell morphology	Human Phenotype Ontology	C0154681	HP:0006802		16 Feb 2016	Finding
Abnormal antimullerian hormone level	Human Phenotype Ontology	C4476970	HP:0031101		04 Apr 2018	Finding
Abnormal aortic arch morphology	Human Phenotype Ontology	C3163801	HP:0012303		04 Apr 2018	Finding
Abnormal aortic morphology	Human Phenotype Ontology	C4025756	HP:0001679		04 Apr 2018	Finding
Abnormal aortic physiology	Human Phenotype Ontology	C4476880	HP:0030964		04 Apr 2018	Finding
Abnormal aortic valve cusp morphology	Human Phenotype Ontology	C4531034	HP:0031567		04 Apr 2018	Finding
Abnormal aortic valve physiology					09 Nov 2018	Disease
Abnormal apolipoprotein level	Human Phenotype Ontology	C4476649	HP:0025201		02 Apr 2017	Finding
Abnormal appendicular skeleton morphology	Human Phenotype Ontology	C4023163	HP:0011844		16 Feb 2016	Finding
Abnormal arm span	Human Phenotype Ontology	C4022731	HP:0012769		16 Feb 2016	Finding
Abnormal arterial physiology	Human Phenotype Ontology	C4476701	HP:0025323		02 Apr 2017	Finding
Abnormal ascending aorta morphology					01 Jul 2020	Finding
Abnormal atrial arrangement	Human Phenotype Ontology	C2959688	HP:0011535		16 Feb 2016	Finding
Abnormal atrioventricular conduction	Human Phenotype Ontology	C4025244	HP:0005150		16 Feb 2016	Finding
Abnormal atrioventricular connection	Human Phenotype Ontology	C0344612	HP:0011546		16 Feb 2016	Finding
Abnormal auditory evoked potentials	Human Phenotype Ontology	C0522216	HP:0006958		16 Feb 2016	Finding
abnormal auditory perceptions					05 Sep 2019	Finding
Abnormal automated kinetic perimetry test	Human Phenotype Ontology	C4073066	HP:0030594		16 Feb 2016	Finding
Abnormal autonomic nervous system morphology	Human Phenotype Ontology	C4022953	HP:0012331		16 Feb 2016	Finding
Abnormal axial skeleton morphology	Human Phenotype Ontology	C4024586	HP:0009121		16 Feb 2016	Finding
Abnormal axonemal organization of respiratory motile cilia	Human Phenotype Ontology	C4022987	HP:0012258		16 Feb 2016	Finding
Abnormal B cell proliferation	Human Phenotype Ontology	C4531167	HP:0031380		04 Apr 2018	Finding
Abnormal B cell subset distribution	Human Phenotype Ontology	C4476839	HP:0025539		04 Apr 2018	Finding
Abnormal B-type natriuretic peptide level	Human Phenotype Ontology	C4476997	HP:0031138		04 Apr 2018	Finding
Abnormal basal ganglia MRI signal intensity	Human Phenotype Ontology	C4022745	HP:0012751		16 Feb 2016	Finding
Abnormal best corrected visual acuity test	Human Phenotype Ontology	C4073008	HP:0030534		16 Feb 2016	Finding
Abnormal biliary tract morphology	Human Phenotype Ontology	C4021086	HP:0012440		16 Feb 2016	Finding
Abnormal biliary tract physiology	Human Phenotype Ontology	C4022902	HP:0012439		16 Feb 2016	Finding
Abnormal bleeding	Human Phenotype Ontology	C1458140	HP:0001892		16 Feb 2016	Finding
Abnormal blistering of the skin	Human Phenotype Ontology	C2132198	HP:0008066		16 Feb 2016	Finding
Abnormal blood gas level	Human Phenotype Ontology	C0476337	HP:0012415		16 Feb 2016	Finding
abnormal body movements					01 Oct 2020	Finding
Abnormal bone collagen fibril morphology	Human Phenotype Ontology	C4023158	HP:0011862		16 Feb 2016	Finding
Abnormal bone ossification	Human Phenotype Ontology	C4023161	HP:0011849		16 Feb 2016	Finding
Abnormal bone structure	Human Phenotype Ontology	C4025630	HP:0003330		16 Feb 2016	Finding
Abnormal bowel sounds	Human Phenotype Ontology	C0159060	HP:0030142		16 Feb 2016	Finding
Abnormal brain choline level by MRS	Human Phenotype Ontology	C4476566	HP:0025047		02 Apr 2017	Finding
Abnormal brain choline/creatine ratio by MRS	Human Phenotype Ontology	C4022760	HP:0012709		16 Feb 2016	Finding
Abnormal brain creatine level by MRS	Human Phenotype Ontology	C4476568	HP:0025049		02 Apr 2017	Finding
Abnormal brain FDG positron emission tomography	Human Phenotype Ontology	C4022798	HP:0012658		16 Feb 2016	Finding
Abnormal brain lactate level by MRS	Human Phenotype Ontology	C4476564	HP:0025045		02 Apr 2017	Finding
Abnormal brain MRI					01 Oct 2020	Finding
Abnormal brain N-acetyl aspartate level by MRS	Human Phenotype Ontology	C4476571	HP:0025052		02 Apr 2017	Finding
Abnormal brain positron emission tomography	Human Phenotype Ontology	C4022799	HP:0012657		16 Feb 2016	Finding
Abnormal brain TDM					01 Oct 2020	Finding
Abnormal brainstem MRI signal intensity	Human Phenotype Ontology	C4022749	HP:0012747		16 Feb 2016	Finding
Abnormal branching pattern of left aortic arch	Human Phenotype Ontology	C4476936	HP:0031055		04 Apr 2018	Finding
Abnormal branching pattern of the aortic arch	Human Phenotype Ontology	C4023282	HP:0011587		16 Feb 2016	Finding
Abnormal breast morphology	Human Phenotype Ontology	C4531292	HP:0031093		04 Apr 2018	Finding
Abnormal breast physiology	Human Phenotype Ontology	C4531291	HP:0031094		04 Apr 2018	Finding
Abnormal breath sound	Human Phenotype Ontology	C0231856	HP:0030829		02 Apr 2017	Finding
abnormal breathing pattern at infancy		CN238703			19 Oct 2016	Finding
Abnormal bronchus morphology	Human Phenotype Ontology	C4476770	HP:0025426		04 Apr 2018	Finding
Abnormal bronchus physiology	Human Phenotype Ontology	C4476771	HP:0025427		04 Apr 2018	Finding
Abnormal buccal mucosa cell morphology	Human Phenotype Ontology	C4531098	HP:0031476		04 Apr 2018	Finding
Abnormal C-peptide level	Human Phenotype Ontology	C4280765	HP:0030794		02 Apr 2017	Finding
Abnormal cadiomyocyte dystrophin staining	Human Phenotype Ontology	C4531184	HP:0031339		04 Apr 2018	Finding
Abnormal calcification of the carpal bones	Human Phenotype Ontology	C1968592	HP:0009164		16 Feb 2016	Finding
Abnormal capillary morphology	Human Phenotype Ontology	C4293698	HP:0025016		02 Apr 2017	Finding
Abnormal capillary physiology	Human Phenotype Ontology	C4293697	HP:0025018		02 Apr 2017	Finding
Abnormal cardiac atrial physiology	Human Phenotype Ontology	C4476779	HP:0025443		04 Apr 2018	Finding
Abnormal cardiac axis		CN241074			31 Mar 2017	Finding
Abnormal cardiac biomarker test	Human Phenotype Ontology	C4477079	HP:0500020		04 Apr 2018	Finding
Abnormal cardiac catheterization	Human Phenotype Ontology	C0740321	HP:0500017		04 Apr 2018	Finding
Abnormal cardiac exercise stress test	Human Phenotype Ontology	C4477077	HP:0500018		04 Apr 2018	Finding
Abnormal cardiac MRI	Human Phenotype Ontology	C4477076	HP:0500016		04 Apr 2018	Finding
Abnormal cardiac septum morphology					22 Jul 2021	Finding
Abnormal cardiac test	Human Phenotype Ontology	C4477075	HP:0500015		04 Apr 2018	Finding
Abnormal cardiac ventricle morphology	Human Phenotype Ontology	C4025752	HP:0001713		04 Apr 2018	Finding
Abnormal cardiac ventricular function	Human Phenotype Ontology	C4280733	HP:0030872		02 Apr 2017	Finding
Abnormal cardiomyocyte connexin43 staining	Human Phenotype Ontology	C4531186	HP:0031337		04 Apr 2018	Finding
Abnormal cardiomyocyte mitochondrial morphology	Human Phenotype Ontology	C4531188	HP:0031335		04 Apr 2018	Finding
Abnormal cardiomyocyte morphology	Human Phenotype Ontology	C4531192	HP:0031331		04 Apr 2018	Finding
Abnormal cardiomyocyte plakoglobin staining	Human Phenotype Ontology	C4531185	HP:0031338		04 Apr 2018	Finding
Abnormal carotid artery morphology	Human Phenotype Ontology	C4025211	HP:0005344		04 Apr 2018	Finding
Abnormal cartilage collagen	Human Phenotype Ontology	C4021847	HP:0008271		16 Feb 2016	Finding
Abnormal cartilage matrix	Human Phenotype Ontology	C4024721	HP:0008178		16 Feb 2016	Finding
Abnormal cartilage morphology	Human Phenotype Ontology	C4025680	HP:0002763		16 Feb 2016	Finding
Abnormal CD25 upregulation upon TCR activation	Human Phenotype Ontology	C4531235	HP:0031269		04 Apr 2018	Finding
Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count	Human Phenotype Ontology	C4021859	HP:0030335		16 Feb 2016	Finding
Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology	Human Phenotype Ontology	C4022502	HP:0030334		16 Feb 2016	Finding
Abnormal CD4:CD8 ratio	Human Phenotype Ontology	C4531154	HP:0031394		04 Apr 2018	Finding
Abnormal CD69 upregulation upon TCR activation	Human Phenotype Ontology	C4531237	HP:0031267		04 Apr 2018	Finding
Abnormal celiac artery morphology	Human Phenotype Ontology	C4022954	HP:0012326		04 Apr 2018	Finding
Abnormal cell morphology	Human Phenotype Ontology	C4476793	HP:0025461		04 Apr 2018	Finding
Abnormal cell proliferation	Human Phenotype Ontology	C4531170	HP:0031377		04 Apr 2018	Finding
Abnormal cell-free DNA aneuploidy screen results		CN239049			10 Nov 2016	Finding
Abnormal cell-free DNA aneuploidy screen results MedGen UID:893316					22 Jun 2020	Finding
Abnormal cellular phenotype	Human Phenotype Ontology	C4476724	HP:0025354		02 Apr 2017	Finding
Abnormal central microtubular pair morphology of respiratory motile cilia	Human Phenotype Ontology	C4022985	HP:0012260		16 Feb 2016	Finding
Abnormal central response of multifocal electroretinogram	Human Phenotype Ontology	C4072978	HP:0030488		16 Feb 2016	Finding
Abnormal cerebellum morphology					07 May 2020	Finding
Abnormal cerebral artery morphology	Human Phenotype Ontology	C4021520	HP:0009145		04 Apr 2018	Finding
Abnormal cerebrospinal fluid metabolite concentration	Human Phenotype Ontology	C5139192	HP:0032207		31 Mar 2021	Finding
Abnormal cerumen color	Human Phenotype Ontology	C4280768	HP:0030790		02 Apr 2017	Finding
Abnormal cervical curvature	Human Phenotype Ontology	C3151523	HP:0005905		16 Feb 2016	Finding
Abnormal cervical myelogram	Human Phenotype Ontology	C4025135	HP:0005788		16 Feb 2016	Finding
Abnormal cholesterol homeostasis	Human Phenotype Ontology	C1843372	HP:0003464		16 Feb 2016	Finding
abnormal chromosomal and genetic finding on antenatal screening of mother		C0451809			18 Jan 2019	Finding
Abnormal chromosome morphology	Human Phenotype Ontology	C4531140	HP:0031411		04 Apr 2018	Finding
Abnormal ciliary motility	Human Phenotype Ontology	C4022983	HP:0012262		16 Feb 2016	Finding
Abnormal circulating aldosterone	Human Phenotype Ontology	C0857898	HP:0040085		16 Feb 2016	Finding
Abnormal circulating androgen level	Human Phenotype Ontology	C4072892	HP:0030347		16 Feb 2016	Finding
Abnormal circulating beta globulin level	Human Phenotype Ontology	C4476797	HP:0025465		04 Apr 2018	Finding
Abnormal circulating beta-C-terminal telopeptide level	Human Phenotype Ontology	C4531130	HP:0031424		04 Apr 2018	Finding
Abnormal circulating creatinine level	Human Phenotype Ontology	C4021101	HP:0012100		16 Feb 2016	Finding
Abnormal circulating deoxycorticosterone level	Human Phenotype Ontology	C4477025	HP:0031186		04 Apr 2018	Finding
Abnormal circulating estrogen level	Human Phenotype Ontology	C4476605	HP:0025132		02 Apr 2017	Finding
Abnormal circulating follicle-stimulating hormone level	Human Phenotype Ontology	C4072891	HP:0030346		16 Feb 2016	Finding
Abnormal circulating free fatty acid level	Human Phenotype Ontology	C4477038	HP:0040300		04 Apr 2018	Finding
Abnormal circulating gonadotropin level	Human Phenotype Ontology	C4072886	HP:0030338		16 Feb 2016	Finding
Abnormal circulating hyaluronic acid concentration	Human Phenotype Ontology	C4531276	HP:0031210		04 Apr 2018	Finding
Abnormal circulating inhibin level	Human Phenotype Ontology	C4477101	HP:0031099		04 Apr 2018	Finding
Abnormal circulating insulin level	Human Phenotype Ontology	C4073161	HP:0040215		02 Apr 2017	Finding
Abnormal circulating luteinizing hormone level	Human Phenotype Ontology	C0580438	HP:0030345		16 Feb 2016	Finding
Abnormal circulating osteocalcin level	Human Phenotype Ontology	C4531127	HP:0031427		04 Apr 2018	Finding
Abnormal circulating progesterone level	Human Phenotype Ontology	C4531274	HP:0031212		04 Apr 2018	Finding
Abnormal circulating properdin level	Human Phenotype Ontology	C4531218	HP:0031300		04 Apr 2018	Finding
Abnormal circulating renin	Human Phenotype Ontology	C4021038	HP:0040084		16 Feb 2016	Finding
Abnormal circulating thyroglobulin level	Human Phenotype Ontology	C4476804	HP:0025483		04 Apr 2018	Finding
Abnormal circulating thyroxine level	Human Phenotype Ontology	C4531080	HP:0031505		04 Apr 2018	Finding
Abnormal class-switched memory B cell count	Human Phenotype Ontology	C4072924	HP:0030386		16 Feb 2016	Finding
Abnormal CNS myelination	Human Phenotype Ontology	C4021152	HP:0011400		16 Feb 2016	Finding
abnormal coagulation profile					14 Mar 2019	Finding
Abnormal concentration of calcium in blood	Human Phenotype Ontology	C4022450	HP:0040077		16 Feb 2016	Finding
Abnormal confrontational visual field test	Human Phenotype Ontology	C4073061	HP:0030589		16 Feb 2016	Finding
Abnormal conjugate eye movement	Human Phenotype Ontology	C1845274	HP:0000549		16 Feb 2016	Finding
Abnormal connection of the cardiac segments	Human Phenotype Ontology	C4023306	HP:0011545		16 Feb 2016	Finding
Abnormal consumption behavior	Human Phenotype Ontology	C4073150	HP:0040202		02 Apr 2017	Finding
Abnormal coronary artery course	Human Phenotype Ontology	C0345122	HP:0011686		16 Feb 2016	Finding
Abnormal coronary artery morphology	Human Phenotype Ontology	C4531298	HP:0006704		04 Apr 2018	Finding
Abnormal coronary artery physiology	Human Phenotype Ontology	C4476812	HP:0025496		04 Apr 2018	Finding
Abnormal coronary sinus morphology	Human Phenotype Ontology	C0344680	HP:0011642		04 Apr 2018	Finding
Abnormal cortical bone morphology	Human Phenotype Ontology	C4021741	HP:0003103		16 Feb 2016	Finding
Abnormal cortical gyration	Human Phenotype Ontology	C1856019	HP:0002536		16 Feb 2016	Finding
Abnormal cry	Human Phenotype Ontology	C0235939	HP:0025429		04 Apr 2018	Finding
Abnormal CSF amyloid level	Human Phenotype Ontology	C4280740	HP:0030860		02 Apr 2017	Finding
Abnormal CSF biopterin level	Human Phenotype Ontology	C4073155	HP:0040207		02 Apr 2017	Finding
Abnormal CSF dopamine level	Human Phenotype Ontology	C4022802	HP:0012654		16 Feb 2016	Finding
Abnormal CSF lactate level	Human Phenotype Ontology	C4022656	HP:0030085		16 Feb 2016	Finding
Abnormal CSF metabolite level	Human Phenotype Ontology	C4476787	HP:0025454		04 Apr 2018	Finding
Abnormal CSF neopterin level	Human Phenotype Ontology	C4073151	HP:0040203		02 Apr 2017	Finding
Abnormal CSF protein level	Human Phenotype Ontology	C4476789	HP:0025456		04 Apr 2018	Finding
Abnormal CSF/serum albumin ratio	Human Phenotype Ontology	C4476894	HP:0030981		04 Apr 2018	Finding
Abnormal cutaneous collagen fibril morphology	Human Phenotype Ontology	C4531073	HP:0031512		04 Apr 2018	Finding
Abnormal cutaneous elastic fiber morphology	Human Phenotype Ontology	C4476582	HP:0025082		02 Apr 2017	Finding
Abnormal cytokine signaling	Human Phenotype Ontology	C4531145	HP:0031406		04 Apr 2018	Finding
Abnormal dark-adapted bright flash electroretinogram	Human Phenotype Ontology	C4072960	HP:0030470		16 Feb 2016	Finding
Abnormal dark-adapted dim flash electroretinogram	Human Phenotype Ontology	C4072961	HP:0030471		16 Feb 2016	Finding
Abnormal dark-adapted electroretinogram	Human Phenotype Ontology	C4072959	HP:0030469		16 Feb 2016	Finding
Abnormal delayed hypersensitivity skin test	Human Phenotype Ontology	C1833172	HP:0002963		16 Feb 2016	Finding
Abnormal delivery	Human Phenotype Ontology	C0549629	HP:0001787		16 Feb 2016	Finding
Abnormal dense granule content	Human Phenotype Ontology	C4021839	HP:0012529		16 Feb 2016	Finding
Abnormal dense granules	Human Phenotype Ontology	C4022885	HP:0012484		16 Feb 2016	Finding
Abnormal dense tubular system	Human Phenotype Ontology	C4022881	HP:0012491		16 Feb 2016	Finding
abnormal dentistry					01 Oct 2020	Finding
Abnormal dermatoglyphics	Human Phenotype Ontology	C0432333	HP:0007477		16 Feb 2016	Finding
Abnormal dermoepidermal junction morphology	Human Phenotype Ontology	C4531058	HP:0031538		04 Apr 2018	Finding
Abnormal diaphysis morphology	Human Phenotype Ontology	C4021787	HP:0000940		16 Feb 2016	Finding
Abnormal direction of ventricular apex	Human Phenotype Ontology	C4023275	HP:0011600		16 Feb 2016	Finding
Abnormal distribution of CD56 bright/dim natural killer cells	Human Phenotype Ontology	C4531141	HP:0031410		04 Apr 2018	Finding
Abnormal distribution of cell junction proteins in buccal mucosal cells	Human Phenotype Ontology	C4477067	HP:0410023		04 Apr 2018	Finding
Abnormal distribution of retinal arterioles and venules	Human Phenotype Ontology	C3277463	HP:0007815		16 Feb 2016	Finding
Abnormal DLCO	Human Phenotype Ontology	C4073173	HP:0045049		16 Feb 2016	Finding
Abnormal double-negative alpha-beta regulatory T cell distribution	Human Phenotype Ontology	C4531150	HP:0031399		04 Apr 2018	Finding
Abnormal drinking behavior	Human Phenotype Ontology	C4022657	HP:0030082		16 Feb 2016	Finding
Abnormal ears					19 Jul 2018	Finding
